,claim,topic,date_published,page_is_example,page_is_image_credit,page_is_archived,claim_label
780,Former New York City mayor Rudy Giuliani was suspended from Twitter after sending messages about Pizzagate.,politics,"Dec 20th, 2016",False,True,False,false
781,"The Daily Stormer' called for a retaliatory 'troll storm' against Jews in Whitefish, Montana, whom they accused of causing economic hardship to the parents of white supremacist Richard Spencer.            See Example(s)",politics,"Dec 19th, 2016",False,False,False,true
782,The staff at a restaurant in Hawaii walked out in protest over President Obama's visit.,fake news,"Dec 19th, 2016",False,False,False,false
783,The staff at a restaurant in Hawaii walked out in protest over President Obama's visit.,fake news,"Dec 19th, 2016",False,True,False,false
784,An e-mail published by WikiLeaks revealed that three prominent Republicans were on Hillary Clinton's payroll.,fake news,"Dec 19th, 2016",False,False,False,false
785,An e-mail published by WikiLeaks revealed that three prominent Republicans were on Hillary Clinton's payroll.,fake news,"Dec 19th, 2016",False,False,True,false
786,An e-mail published by WikiLeaks revealed that three prominent Republicans were on Hillary Clinton's payroll.,fake news,"Dec 19th, 2016",False,True,False,false
787,Johnny Carson made a risqué remark to a starlet who appeared on the Tonight Show with a cat on her lap.            See Example(s),entertainment,"Dec 19th, 2016",False,False,False,false
788,"U.S. national security agencies went on ""high alert"" after President-Elect Donald Trump was caught telling ""a dangerous lie.""",politics,"Dec 19th, 2016",False,False,True,false
789,"U.S. national security agencies went on ""high alert"" after President-Elect Donald Trump was caught telling ""a dangerous lie.""",politics,"Dec 19th, 2016",False,False,False,false
790,The Minnesota Vikings opened Bank Stadium to shelter the homeless on a frigid night in December 2016.,fake news,"Dec 19th, 2016",False,False,False,false
791,The Minnesota Vikings opened Bank Stadium to shelter the homeless on a frigid night in December 2016.,fake news,"Dec 19th, 2016",False,True,False,false
792,Image depicts two men known to be posing as gas company workers in an attempt to gain access to homes and rob them.            See Example(s),fauxtography,"Dec 19th, 2016",False,False,True,false
793,Image depicts two men known to be posing as gas company workers in an attempt to gain access to homes and rob them.            See Example(s),fauxtography,"Dec 19th, 2016",False,False,False,false
794,The U.S. government assigns Social Security numbers on the basis of race.            See Example(s),business,"Apr 11th, 1999",False,False,False,false
795,"Singer and former ""The Voice"" star CeeLo Green was injured in a mobile phone explosion captured on video.",entertainment,"Dec 17th, 2016",False,False,False,false
796,"Singer and former ""The Voice"" star CeeLo Green was injured in a mobile phone explosion captured on video.",entertainment,"Dec 17th, 2016",False,True,False,false
797,Charleston church shooter Dylann Roof is actually a former child star and crisis actor named John Christian Graas.            See Example(s),politics,"Dec 17th, 2016",True,False,False,false
798,Charleston church shooter Dylann Roof is actually a former child star and crisis actor named John Christian Graas.            See Example(s),politics,"Dec 17th, 2016",False,False,False,false
799,Charleston church shooter Dylann Roof is actually a former child star and crisis actor named John Christian Graas.            See Example(s),politics,"Dec 17th, 2016",False,False,True,false
800,"Donald Trump sent a tweet with the word ""unprecedented"" incorrectly spelled ""unpresidented.""",politics,"Dec 17th, 2016",False,False,False,true
801,"Donald Trump sent a tweet with the word ""unprecedented"" incorrectly spelled ""unpresidented.""",politics,"Dec 17th, 2016",False,False,True,true
802,"Donald Trump sent a tweet with the word ""unprecedented"" incorrectly spelled ""unpresidented.""",politics,"Dec 17th, 2016",False,True,False,true
803,"A photograph depicts a Salvation Army bellringer holding a sign stating the group helps people, ""just not the gays.""            See Example(s)",fauxtography,"Dec 16th, 2016",False,False,True,false
804,"A photograph depicts a Salvation Army bellringer holding a sign stating the group helps people, ""just not the gays.""            See Example(s)",fauxtography,"Dec 16th, 2016",False,False,False,false
805,"A ""Make-A-Wish"" experience was ruined when a high school football player tackled a sick child running for a touchdown.            See Example(s)",fauxtography,"Dec 16th, 2016",False,False,False,false
806,"A ""Make-A-Wish"" experience was ruined when a high school football player tackled a sick child running for a touchdown.            See Example(s)",fauxtography,"Dec 16th, 2016",False,True,False,false
807,"John Kasich said if women can't be trusted to ""keep their legs closed,"" then they are unfit to choose abortion.            See Example(s)",fake news,"Dec 16th, 2016",False,False,True,false
808,"John Kasich said if women can't be trusted to ""keep their legs closed,"" then they are unfit to choose abortion.            See Example(s)",fake news,"Dec 16th, 2016",False,False,False,false
809,"A forthcoming Russian reality show called ""Game2: Winter"" will permit contestants to commit crimes, including rape and murder.            See Example(s)",entertainment,"Dec 16th, 2016",False,False,False,false
810,A law professor is working to take Donald Trump's election win away by appealing to electoral college voters.            See Example(s),politics,"Dec 15th, 2016",False,False,False,true
811,A group of Muslims tore down a Christmas tree in Italy.,fauxtography,"Dec 15th, 2016",False,False,True,false
812,A group of Muslims tore down a Christmas tree in Italy.,fauxtography,"Dec 15th, 2016",False,False,False,false
813,President-Elect Donald Trump appointed Kanye West to a cabinet position.            See Example(s),fake news,"Dec 15th, 2016",True,False,False,false
814,President-Elect Donald Trump appointed Kanye West to a cabinet position.            See Example(s),fake news,"Dec 15th, 2016",False,False,False,false
815,President-Elect Donald Trump appointed Kanye West to a cabinet position.            See Example(s),fake news,"Dec 15th, 2016",False,False,True,false
816,"Victims of atrocities in Syria are being ""recycled"" by anti-government activists.",fake news,"Dec 14th, 2016",False,False,False,false
817,"Victims of atrocities in Syria are being ""recycled"" by anti-government activists.",fake news,"Dec 14th, 2016",False,True,False,false
818,"The state of Florida is ""moving"" to undertake a ""full recount"" of all 2016 general election votes after ""massive voter fraud"" was uncovered.            See Example(s)",politics,"Dec 15th, 2016",False,False,True,false
819,"The state of Florida is ""moving"" to undertake a ""full recount"" of all 2016 general election votes after ""massive voter fraud"" was uncovered.            See Example(s)",politics,"Dec 15th, 2016",False,False,False,false
820,"Hours after Massachusetts legalized recreational marijuana, the state had its first cannabis overdose.            See Example(s)",fake news,"Dec 15th, 2016",False,False,False,false
821,"Hours after Massachusetts legalized recreational marijuana, the state had its first cannabis overdose.            See Example(s)",fake news,"Dec 15th, 2016",False,False,True,false
822,"A man working as Santa Claus in a Wisconsin mall beat up a child molester after a child confided that her stepfather had been ""touching"" her.",fake news,"Dec 14th, 2016",False,False,True,false
823,"A man working as Santa Claus in a Wisconsin mall beat up a child molester after a child confided that her stepfather had been ""touching"" her.",fake news,"Dec 14th, 2016",False,False,False,false
824,"Three brothers in Limpopo, South Africa were arrested for raping a crocodile.",fake news,"Dec 14th, 2016",False,False,True,false
825,"Three brothers in Limpopo, South Africa were arrested for raping a crocodile.",fake news,"Dec 14th, 2016",False,False,False,false
826,"Three brothers in Limpopo, South Africa were arrested for raping a crocodile.",fake news,"Dec 14th, 2016",False,True,False,false
827,McDonald's released a holiday cup that unintentionally featured a risqué image.,fauxtography,"Dec 14th, 2016",False,False,False,false
828,McDonald's released a holiday cup that unintentionally featured a risqué image.,fauxtography,"Dec 14th, 2016",False,True,False,false
829,"A number advertised on a Facebook page lets callers ""leave messages"" for Santa Claus.            See Example(s)",viral phenomena,"Dec 14th, 2016",False,False,False,false
830,"A number advertised on a Facebook page lets callers ""leave messages"" for Santa Claus.            See Example(s)",viral phenomena,"Dec 14th, 2016",False,True,False,false
831,Every single person who has cancer has a pH that is too acidic.            See Example(s),medical,"Dec 14th, 2016",False,False,False,false
832,"A video shows a ""Pizzagate"" survivor recounting her story of sexual abuse.",politics,"Dec 13th, 2016",False,False,False,false
833,McDonald's has a burger filled with Nutella.            See Example(s),food,"Dec 13th, 2016",False,False,False,true
834,McDonald's has a burger filled with Nutella.            See Example(s),food,"Dec 13th, 2016",False,True,False,true
835,A hot microphone picked up President Obama telling Russian President Dmitri Medvedev he would have more flexibility to negotiate on issues like missile defense after the 2012 election.,politics,"Dec 13th, 2016",False,False,False,true
836,Donald Trump said that he believes that the Earth is flat.,fake news,"Dec 13th, 2016",False,False,False,false
837,Donald Trump said that he believes that the Earth is flat.,fake news,"Dec 13th, 2016",False,False,True,false
838,Folding a $5 bill in a specific pattern will reveal a secret image of a stack of pancakes.,fauxtography,"Dec 13th, 2016",False,False,False,false
839,"Astronaut Buzz Aldrin sent a tweet claiming that humanity was in danger, and that a mysterious ""it"" was ""evil itself.""            See Example(s)",fake news,"Dec 13th, 2016",False,False,True,false
840,"Astronaut Buzz Aldrin sent a tweet claiming that humanity was in danger, and that a mysterious ""it"" was ""evil itself.""            See Example(s)",fake news,"Dec 13th, 2016",False,False,False,false
841,Candy canes were created as Christian symbols representing the blood and purity of Jesus.            See Example(s),holidays,"Dec 7th, 2000",True,False,False,false
842,Candy canes were created as Christian symbols representing the blood and purity of Jesus.            See Example(s),holidays,"Dec 7th, 2000",False,False,False,false
843,There are more trees on Earth than there are stars in the Milky Way galaxy.            See Example(s),science,"Dec 12th, 2016",False,False,False,true
844,"Congressional Democrats attempted to implement Sharia law by enacting House Resolution 569, a condemnation of violence and bigotry against Muslims.            See Example(s)",politics,"Dec 12th, 2016",False,False,False,false
845,"Chapecoense, the soccer team which lost 19 players in a plane crash, was fined for forfeiting their final match.",sports,"Dec 12th, 2016",False,False,False,false
846,"President-elect Donald Trump said Africans are poor because ""when it rains they think of sex instead of farming.""",politics,"Dec 12th, 2016",False,False,False,false
847,A California Senate bill gives the state the right to seize children from their families            See Example(s),fake news,"Dec 12th, 2016",True,False,False,false
848,A California Senate bill gives the state the right to seize children from their families            See Example(s),fake news,"Dec 12th, 2016",False,False,False,false
849,A California Senate bill gives the state the right to seize children from their families            See Example(s),fake news,"Dec 12th, 2016",False,True,False,false
850,A video shows a Muslim man slapping a Christian woman.,fauxtography,"Dec 12th, 2016",False,False,False,false
851,A photograph shows two Boston Bruins fan holding a sign stating that they performed a sex act with player Tyler Seguin.,fauxtography,"Dec 12th, 2016",False,False,False,false
852,A photograph shows two Boston Bruins fan holding a sign stating that they performed a sex act with player Tyler Seguin.,fauxtography,"Dec 12th, 2016",False,True,False,false
853,"Democrats have filed treason charges against President-elect Donald Trump, the Federal Bureau of Investigation, and Rudy Giuliani.",politics,"Dec 12th, 2016",False,False,True,false
854,"Democrats have filed treason charges against President-elect Donald Trump, the Federal Bureau of Investigation, and Rudy Giuliani.",politics,"Dec 12th, 2016",False,False,False,false
855,"Democrats have filed treason charges against President-elect Donald Trump, the Federal Bureau of Investigation, and Rudy Giuliani.",politics,"Dec 12th, 2016",False,True,False,false
856,A landline disengaged from its cradle will eventually self-dial 911.            See Example(s),technology,"Dec 12th, 2016",False,False,False,false
857,"The city of Chicago sent out ""ammunition-removal vehicles"" to clear a foot and a half of bullet casings from the streets.            See Example(s)",fake news,"Dec 9th, 2016",False,False,False,false
858,"The city of Chicago sent out ""ammunition-removal vehicles"" to clear a foot and a half of bullet casings from the streets.            See Example(s)",fake news,"Dec 9th, 2016",False,True,False,false
859,"A video shows an alien that was caught in southern India, near the shared border of Kerala and Karnataka states.",fauxtography,"Dec 12th, 2016",False,False,False,false
860,"A video shows an alien that was caught in southern India, near the shared border of Kerala and Karnataka states.",fauxtography,"Dec 12th, 2016",False,True,False,false
861,President-elect Donald Trump has said he plans to cut Social Security benefits.            See Example(s),politics,"Dec 10th, 2016",False,False,False,false
862,"New York Times columnist hailed the election of Donald Trump as a ""complete repudiation of Barack Obama.""",questionable quotes,"Dec 9th, 2016",False,False,False,false
863,"New York Times columnist hailed the election of Donald Trump as a ""complete repudiation of Barack Obama.""",questionable quotes,"Dec 9th, 2016",False,True,False,false
864,"Diets tailored to one’s specific blood type are capable of reducing myriad ailments, improving digestion, enabling weight loss, and providing increased energy.",medical,"Dec 9th, 2016",False,False,False,false
865,"Muslim refugees desecrated a church with broken liquor bottles, urine and defecation.",fake news,"Dec 9th, 2016",False,True,False,false
866,The Southern Baptist Convention purchased fast food chain Chick fil-A.            See Example(s),,"Dec 9th, 2016",False,False,False,false
867,A couple determined their tip to a waitress by dangling five $1 bills at the table.            See Example(s),viral phenomena,"Dec 9th, 2016",False,False,False,true
868,A couple determined their tip to a waitress by dangling five $1 bills at the table.            See Example(s),viral phenomena,"Dec 9th, 2016",False,True,False,true
869,Star Wars: Rogue One was re-shot to add an anti-Trump scene.            See Example(s),entertainment,"Dec 9th, 2016",False,False,False,false
870,Donald Trump let a homeless woman stay at his hotel in New York City rent-free for eight years.,fauxtography,"Dec 8th, 2016",False,False,True,false
871,Donald Trump let a homeless woman stay at his hotel in New York City rent-free for eight years.,fauxtography,"Dec 8th, 2016",False,False,False,false
872,Donald Trump let a homeless woman stay at his hotel in New York City rent-free for eight years.,fauxtography,"Dec 8th, 2016",False,True,False,false
873,"Nordstrom sells a rock in a leather pouch for $85, and a smaller version for $65.            See Example(s)",business,"Dec 8th, 2016",False,False,False,true
874,"Nordstrom sells a rock in a leather pouch for $85, and a smaller version for $65.            See Example(s)",business,"Dec 8th, 2016",False,False,True,true
875,"Facebook users should share a photo of a bacon sandwich because Facebook deemed it ""offensive.""            See Example(s)",,"Dec 8th, 2016",False,False,False,false
876,"A portion of Route 66 in New Mexico plays ""America the Beautiful"" when you drive over it.",fauxtography,"Dec 8th, 2016",False,False,False,true
877,"A portion of Route 66 in New Mexico plays ""America the Beautiful"" when you drive over it.",fauxtography,"Dec 8th, 2016",False,True,False,true
878,Article details efforts of John Glenn's wife to overcome stuttering.            See Example(s),glurge gallery,"Mar 26th, 2012",True,False,False,true
879,Article details efforts of John Glenn's wife to overcome stuttering.            See Example(s),glurge gallery,"Mar 26th, 2012",False,False,False,true
880,"Donald Trump's IQ, at 156, is comparable to that of the smartest U.S. presidents.",,"Dec 7th, 2016",False,False,False,false
881,"Donald Trump's IQ, at 156, is comparable to that of the smartest U.S. presidents.",,"Dec 7th, 2016",False,False,True,false
882,"Donald Trump's IQ, at 156, is comparable to that of the smartest U.S. presidents.",,"Dec 7th, 2016",False,True,False,false
883,"Newport developed marijuana cigarettes which will be available for purchase ""next year.""            See Example(s)",fake news,"Dec 8th, 2016",False,False,True,false
884,"Ben Carson said abortions led to baby ghosts haunting hospitals, stealing medical supplies, and increasing healthcare costs.            See Example(s)",politics,"Dec 7th, 2016",True,False,False,false
885,"Ben Carson said abortions led to baby ghosts haunting hospitals, stealing medical supplies, and increasing healthcare costs.            See Example(s)",politics,"Dec 7th, 2016",False,False,False,false
886,"Ben Carson said abortions led to baby ghosts haunting hospitals, stealing medical supplies, and increasing healthcare costs.            See Example(s)",politics,"Dec 7th, 2016",False,False,True,false
887,"Ben Carson said abortions led to baby ghosts haunting hospitals, stealing medical supplies, and increasing healthcare costs.            See Example(s)",politics,"Dec 7th, 2016",False,True,False,false
888,Kentucky Fried Chicken created a candle that smells just like its signature dish.            See Example(s),,"Dec 7th, 2016",False,False,False,true
889,Kentucky Fried Chicken created a candle that smells just like its signature dish.            See Example(s),,"Dec 7th, 2016",False,True,False,true
890,"Fisher Price sells a ""happy hour playset"" including a bar, bar stools, and beer bottles.            See Example(s)",fauxtography,"Dec 7th, 2016",False,False,True,false
891,"Fisher Price sells a ""happy hour playset"" including a bar, bar stools, and beer bottles.            See Example(s)",fauxtography,"Dec 7th, 2016",False,False,False,false
892,Morton County Sheriff Kyle Kirchmeier published pro-Dakota Access Pipeline and anti-Native American content via Twitter.            See Example(s),viral phenomena,"Dec 7th, 2016",False,False,False,false
893,"Donald Trump owns Carrier, or a significant stake in its parent company, United Technologies.            See Example(s)",politics,"Dec 6th, 2016",True,False,False,false
894,"Donald Trump owns Carrier, or a significant stake in its parent company, United Technologies.            See Example(s)",politics,"Dec 6th, 2016",False,False,True,false
895,"Donald Trump owns Carrier, or a significant stake in its parent company, United Technologies.            See Example(s)",politics,"Dec 6th, 2016",False,False,False,false
896,"Donald Trump owns Carrier, or a significant stake in its parent company, United Technologies.            See Example(s)",politics,"Dec 6th, 2016",False,True,False,false
897,The United States military recruited Native Americans as scouts in the Vietnam War and — in the course of their training — the military discovered that long hair actually helps give people ‘almost supernatural’ tracking abilities.,history,"Dec 6th, 2016",False,False,False,false
898,The United States military recruited Native Americans as scouts in the Vietnam War and — in the course of their training — the military discovered that long hair actually helps give people ‘almost supernatural’ tracking abilities.,history,"Dec 6th, 2016",False,True,False,false
899,A viral video shows a man punching a kangaroo in the face to save his dog.,critter country,"Dec 6th, 2016",False,False,False,true
900,A gruesome image depicts children kidnapped and killed by organ traffickers in Thailand.            See Example(s),fauxtography,"Dec 6th, 2016",False,False,True,false
901,A gruesome image depicts children kidnapped and killed by organ traffickers in Thailand.            See Example(s),fauxtography,"Dec 6th, 2016",False,False,False,false
902,"Despite an agreement with President-elect Donald Trump to keep 1,000 manufacturing jobs in the U.S., Carrier Corporation says it will still relocate hundreds of jobs to Mexico.            See Example(s)",politics,"Dec 5th, 2016",False,False,False,true
903,"Donald Trump canceled various White House measures accommodating Islamic prayers in the building, upsetting President Obama.            See Example(s)",fake news,"Dec 5th, 2016",False,False,False,false
904,"Donald Trump canceled various White House measures accommodating Islamic prayers in the building, upsetting President Obama.            See Example(s)",fake news,"Dec 5th, 2016",False,True,False,false
905,"A photograph shows a donut with ""Muslim writing"" on it.",fauxtography,"Dec 5th, 2016",False,False,False,false
906,"A photograph shows a donut with ""Muslim writing"" on it.",fauxtography,"Dec 5th, 2016",False,True,False,false
907,The White House decided not to display a Christmas Nativity scene in 2016.,politics,"Dec 5th, 2016",False,False,False,false
908,The White House decided not to display a Christmas Nativity scene in 2016.,politics,"Dec 5th, 2016",False,True,False,false
909,A somber image shows a man whose wife and two children were killed in a car accident.            See Example(s),fauxtography,"Dec 5th, 2016",False,False,True,false
910,A somber image shows a man whose wife and two children were killed in a car accident.            See Example(s),fauxtography,"Dec 5th, 2016",False,False,False,false
911,A photograph of a shark leaping out of the water is real and won an award from National Geographic.,fauxtography,"Dec 5th, 2016",False,False,False,false
912,A photograph of a shark leaping out of the water is real and won an award from National Geographic.,fauxtography,"Dec 5th, 2016",False,True,False,false
913,Donald Trump vowed to reinstate the draft.            See Example(s),fake news,"Dec 5th, 2016",True,False,False,false
914,Donald Trump vowed to reinstate the draft.            See Example(s),fake news,"Dec 5th, 2016",False,False,True,false
915,Donald Trump vowed to reinstate the draft.            See Example(s),fake news,"Dec 5th, 2016",False,False,False,false
916,Donald Trump vowed to reinstate the draft.            See Example(s),fake news,"Dec 5th, 2016",False,True,False,false
917,Top-secret footage shows a giant walking in Japan.,fauxtography,"Dec 5th, 2016",False,False,False,false
918,Sarah Palin called for a Mall of America boycott over its hiring a black man to play Santa Claus.            See Example(s),fake news,"Dec 5th, 2016",False,False,True,false
919,Sarah Palin called for a Mall of America boycott over its hiring a black man to play Santa Claus.            See Example(s),fake news,"Dec 5th, 2016",False,False,False,false
920,Sarah Palin called for a Mall of America boycott over its hiring a black man to play Santa Claus.            See Example(s),fake news,"Dec 5th, 2016",False,True,False,false
921,Chris Christie was arrested for keying Donald Trump's limousine.,fake news,"Dec 3rd, 2016",False,False,False,false
922,Chris Christie was arrested for keying Donald Trump's limousine.,fake news,"Dec 3rd, 2016",False,False,True,false
923,Chris Christie was arrested for keying Donald Trump's limousine.,fake news,"Dec 3rd, 2016",False,True,False,false
924,Recount observers in Wisconsin discovered voting machines seals had been compromised after the 2016 general election.            See Example(s),politics,"Dec 3rd, 2016",False,False,True,false
925,Recount observers in Wisconsin discovered voting machines seals had been compromised after the 2016 general election.            See Example(s),politics,"Dec 3rd, 2016",False,False,False,false
926,A photograph shows a young blue-eyed boy who was beaten up by a Muslim because of his eye color.,fauxtography,"Dec 2nd, 2016",False,False,False,false
927,"President-elect Donald Trump won 3,084 of America's 3,141 counties; Hillary Clinton won just 57.            See Example(s)",,"Dec 2nd, 2016",False,False,True,false
928,"President-elect Donald Trump won 3,084 of America's 3,141 counties; Hillary Clinton won just 57.            See Example(s)",,"Dec 2nd, 2016",False,False,False,false
929,An image shows Melania Trump and Ivanka Trump wearing see-through shirts.,fauxtography,"Dec 2nd, 2016",False,False,False,false
930,"A video shows an ""army-style Muslim migrants"" marching in Germany to show their ""willingness to fight.""",fauxtography,"Dec 1st, 2016",False,False,False,false
931,Senate Democrats unanimously voted for a bill cutting veterans' pensions.            See Example(s),political news,"Dec 1st, 2016",False,False,False,true
932,Senate Democrats unanimously voted for a bill cutting veterans' pensions.            See Example(s),political news,"Dec 1st, 2016",False,True,False,true
933,"Donald Trump announced that he will ban ""gay activity"" from appearing on television shows.",fake news,"Dec 1st, 2016",False,False,True,false
934,"Christian-owned airlines change the lights on the wings of airliners to ""celebrate Christmas"" (and passengers can request other colors).            See Example(s)",fauxtography,"Dec 1st, 2016",False,False,False,false
935,"Christian-owned airlines change the lights on the wings of airliners to ""celebrate Christmas"" (and passengers can request other colors).            See Example(s)",fauxtography,"Dec 1st, 2016",False,True,False,false
936,A video shows a 50-foot-long giant squid that washed up on a beach in New Zealand in 2015.,fauxtography,"Dec 1st, 2016",False,False,False,false
937,Dakota Access pipeline protesters at Standing Rock have been sprayed with chemicals by crop duster planes.            See Example(s),politics,"Dec 1st, 2016",False,False,False,false
938,Canadian prime minister Justin Trudeau is Fidel Castro’s son.,politics,"Nov 30th, 2016",False,False,False,false
939,"Trump's Attorney General pick, Jeff Sessions, blasted a federal law protecting disabled children in the classroom.",,"Nov 30th, 2016",False,False,False,true
940,"Congress could declare Donald Trump unfit to govern, thereby preventing him from becoming president.            See Example(s)",political news,"Nov 30th, 2016",False,False,False,true
941,"Congress could declare Donald Trump unfit to govern, thereby preventing him from becoming president.            See Example(s)",political news,"Nov 30th, 2016",False,True,False,true
942,"President Obama planned to attend Fidel Castro's funeral, but was forced to ""stand down"" by President-elect Donald Trump.            See Example(s)",fake news,"Nov 30th, 2016",False,False,True,false
943,"President Obama planned to attend Fidel Castro's funeral, but was forced to ""stand down"" by President-elect Donald Trump.            See Example(s)",fake news,"Nov 30th, 2016",False,False,False,false
944,"In 2005, Senator Hillary Clinton co-sponsored a bill to make flag burning a punishable offense.            See Example(s)",politics,"Nov 30th, 2016",True,False,False,true
945,"In 2005, Senator Hillary Clinton co-sponsored a bill to make flag burning a punishable offense.            See Example(s)",politics,"Nov 30th, 2016",False,False,False,true
946,"KT McFarland, Trump's pick for his national security team, outed her gay brother as he was dying from AIDS.",politics,"Nov 29th, 2016",False,True,False,false
947,President Barack Obama signed an executive order banning all fake news outlets.,fake news,"Nov 29th, 2016",False,False,False,false
948,President Barack Obama signed an executive order banning all fake news outlets.,fake news,"Nov 29th, 2016",False,True,False,false
949,"Before condemning flag burning in November 2016, President-elect Donald Trump praised the act in February 2011.            See Example(s)",fauxtography,"Nov 29th, 2016",True,False,False,false
950,"Before condemning flag burning in November 2016, President-elect Donald Trump praised the act in February 2011.            See Example(s)",fauxtography,"Nov 29th, 2016",False,False,False,false
951,A woman stabbed her boyfriend because he attempted to sexually gratify himself using a raw turkey.            See Example(s),fake news,"Nov 29th, 2016",True,False,False,false
952,A woman stabbed her boyfriend because he attempted to sexually gratify himself using a raw turkey.            See Example(s),fake news,"Nov 29th, 2016",False,False,True,false
953,Ivanka Trump will move into the White House because Melania Trump is not immediately planning to do so.            See Example(s),,"Nov 29th, 2016",True,False,False,false
954,Ivanka Trump will move into the White House because Melania Trump is not immediately planning to do so.            See Example(s),,"Nov 29th, 2016",False,False,False,false
955,"Jill Stein was arrested and charged with embezzling money raised for 2016 recount efforts in order to throw a ""marijuana dinner party.""            See Example(s)",fake news,"Nov 28th, 2016",True,False,False,false
956,"Jill Stein was arrested and charged with embezzling money raised for 2016 recount efforts in order to throw a ""marijuana dinner party.""            See Example(s)",fake news,"Nov 28th, 2016",False,False,True,false
957,"Jill Stein was arrested and charged with embezzling money raised for 2016 recount efforts in order to throw a ""marijuana dinner party.""            See Example(s)",fake news,"Nov 28th, 2016",False,False,False,false
958,Donald Trump promised on Twitter that his first act as president would be to pardon Dylann Roof.,fake news,"Nov 28th, 2016",False,False,False,false
959,Backless boosters will be banned in the United States starting in December 2016.            See Example(s),politics,"Nov 28th, 2016",False,False,False,false
960,Backless boosters will be banned in the United States starting in December 2016.            See Example(s),politics,"Nov 28th, 2016",False,True,False,false
961,"During World War II, George Soros was a member of the SS, a Nazi paramilitary organization.            See Example(s)",politics,"Nov 28th, 2016",False,False,False,false
962,Three Wisconsin counties admit to fixing the vote in favor of Donald Trump.,politics,"Nov 28th, 2016",False,False,False,false
963,Donald Trump selected Mexican drug lord El Chapo to head the Drug Enforcement Administration.            See Example(s),fake news,"Nov 28th, 2016",False,False,False,false
964,British £5 notes introduced in 2016 contain traces of beef tallow.            See Example(s),,"Nov 28th, 2016",False,False,False,true
965,A prankster changed the name of Trump Tower to Dump Tower in Google Maps briefly on 26 November 2016.,politics,"Nov 27th, 2016",False,False,False,true
966,Edward Snowden claimed that Russia fixed the 2016 general election so Donald Trump would win.            See Example(s),fake news,"Nov 27th, 2016",False,False,True,false
967,Edward Snowden claimed that Russia fixed the 2016 general election so Donald Trump would win.            See Example(s),fake news,"Nov 27th, 2016",False,False,False,false
968,Cuban leader Fidel Castro once said he wouldn't die until the United States was destroyed.            See Example(s),questionable quotes,"Nov 27th, 2016",False,False,False,false
969,"Ben Carson once said “if the Big Bang is merely a theory, if by chance it was true, how would you explain that the Earth didn't blow up during the explosion?”            See Example(s)",politics,"Nov 27th, 2016",False,False,False,false
970,"Ben Carson once said “if the Big Bang is merely a theory, if by chance it was true, how would you explain that the Earth didn't blow up during the explosion?”            See Example(s)",politics,"Nov 27th, 2016",False,True,False,false
971,"Mattel is introducing ""Public Assistance Barbie"" for the holidays.            See Example(s)",fake news,"Nov 27th, 2016",False,False,True,false
972,Future Cuban revolutionary leader Fidel Castro was once given a tryout by the Washington Senators baseball team.            See Example(s),sports,"Nov 26th, 2016",False,False,False,false
973,Corona beer founder Antonino Fernandez made everyone in his village a millionaire after his death.,fake news,"Nov 26th, 2016",False,False,False,false
974,A Swedish woman found a long-lost wedding ring in her carrot garden.            See Example(s),food,"Nov 25th, 2016",False,False,False,true
975,"Theodore Roosevelt said that speaking out against criticism of the President ""is not only unpatriotic and servile, but is morally treasonable to the American public.""",politics,"Nov 22nd, 2016",False,False,False,true
976,"CNN accidentally aired thirty minutes of porn during an episode of Anthony Bourdain's ""Parts Unknown.""",entertainment,"Nov 25th, 2016",False,False,False,false
977,"CNN accidentally aired thirty minutes of porn during an episode of Anthony Bourdain's ""Parts Unknown.""",entertainment,"Nov 25th, 2016",False,True,False,false
978,"Ivanka Trump said that she would ""mace"" her ""father"" during an appearance on a talk show.",politics,"Nov 25th, 2016",False,False,False,false
979,Bill Cosby was appointed the Secretary for Women's Rights by president-elect Donald Trump.,fake news,"Nov 25th, 2016",False,False,False,false
980,Bill Cosby was appointed the Secretary for Women's Rights by president-elect Donald Trump.,fake news,"Nov 25th, 2016",False,True,False,false
981,A Nigerian infant was born with message written on her hands saying Jesus is coming back.,fake news,"Nov 23rd, 2016",False,False,False,false
982,An activist group has launched a holiday-season boycott against chain retailer Target.,business,"Nov 23rd, 2016",False,False,False,true
983,"Members of the alt-right group the National Policy Institute can be seen on video doing a Nazi-like salute as speaker Richard Spencer calls out ""Hail Trump, hail our people, hail victory!""            See Example(s)",politics,"Nov 23rd, 2016",True,False,False,true
984,"Members of the alt-right group the National Policy Institute can be seen on video doing a Nazi-like salute as speaker Richard Spencer calls out ""Hail Trump, hail our people, hail victory!""            See Example(s)",politics,"Nov 23rd, 2016",False,False,False,true
985,"Members of the alt-right group the National Policy Institute can be seen on video doing a Nazi-like salute as speaker Richard Spencer calls out ""Hail Trump, hail our people, hail victory!""            See Example(s)",politics,"Nov 23rd, 2016",False,True,False,true
986,Clint Eastwood refused to accept the Presidential Medal of Freedom from President Obama.,fake news,"Nov 23rd, 2016",False,False,True,false
987,Clint Eastwood refused to accept the Presidential Medal of Freedom from President Obama.,fake news,"Nov 23rd, 2016",False,False,False,false
988,"The Department of Justice (DOJ)'s switchboard is tallying ""Audit the Vote"" calls and if enough people call, 2016 election results can be overturned.            See Example(s)",politics,"Nov 22nd, 2016",True,False,False,false
